country,payment_request,interview_process,job_url,job_title,company_name,job_description,recruiter_email,salary,location,label
Foreign,True,Online Chat,http://amazon-hiring-now.net,Mystery Shopper,Amazon,Immediate visa sponsorship for Mystery Shopper. Pay small administrative fee for visa processing.,employment@amazon-jobs.com,High/Unrealistic,New York,Fake
India,True,No Interview,http://forms.gle/xyz,Captcha Entry Work,Airport Services,Government job backdoor entry. Pay 500 for cleaning charges and get appointment letter today.,hr.airportservices@gmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Online Chat,http://adobe-hiring-now.net,Mystery Shopper,Adobe,Earn $2000 weekly working from home. We need a Mystery Shopper immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,New York,Fake
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/8685,Data Scientist,Tata Motors,Urgent opening for Data Scientist at Tata Motors Bangalore branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,careers@tatamotors.com,Undisclosed,Bangalore,Genuine
India,True,No Interview,http://bit.ly/job638,Airport Ground Staff,DataTech Solutions,Government job backdoor entry. Pay 999 for cleaning charges and get appointment letter today.,job.offer123@hotmail.com,High/Unrealistic,Chennai,Fake
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Oil Rig Worker,Salesforce,Immediate visa sponsorship for Oil Rig Worker. Pay small administrative fee for visa processing.,career@yahoo.com,High/Unrealistic,London,Fake
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/8836,Sales Manager,Wipro,We are looking for a skilled Sales Manager to join our team in Pune. Minimum 2 years experience required. Apply on our official portal.,recruitment@wipro.net,Undisclosed,Chennai,Genuine
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Cruise Ship Crew,Salesforce,Immediate visa sponsorship for Cruise Ship Crew. Pay small administrative fee for visa processing.,employment@salesforce-jobs.com,High/Unrealistic,London,Fake
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/1361,Software Engineer,Infosys,Infosys is hiring for Software Engineer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@infosys.net,Undisclosed,Gurgaon,Genuine
Foreign,False,Online Chat,http://adobe-hiring-now.net,Oil Rig Worker,Adobe,No experience needed. Oil Rig Worker position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,Sydney,Fake
India,True,No Interview,http://tinyurl.com/global services,SMS Sending Job,Global Services,Urgent hiring for SMS Sending Job. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Online Chat,http://salesforce-hiring-now.net,Payment Processor,Salesforce,Earn $2000 weekly working from home. We need a Payment Processor immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,Sydney,Fake
Foreign,False,Video Conference x3,https://jobs.amazon.com,Marketing Director,Amazon,Exciting opportunity for Marketing Director at Amazon. Remote options available. Competitive compensation package.,jobs@amazon.com,Undisclosed,Berlin,Genuine
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/7365,Data Scientist,Wipro,Urgent opening for Data Scientist at Wipro Mumbai branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@wipro.co.in,Undisclosed,Pune,Genuine
India,False,No Interview,http://bit.ly/job659,Form Filling Job,Airport Services,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-9640402265.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
India,True,No Interview,http://forms.gle/xyz,Airport Ground Staff,Smart Work Pvt Ltd,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Gurgaon,Fake
India,True,No Interview,http://forms.gle/xyz,Back Office Executive,Global Services,Urgent hiring for Back Office Executive. 100% genuine. Pay processing charge 999 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
India,True,No Interview,http://forms.gle/xyz,Airport Ground Staff,Global Services,Government job backdoor entry. Pay 999 for cleaning charges and get appointment letter today.,hr.globalservices@gmail.com,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/5334,System Analyst,HCL Tech,We are looking for a skilled System Analyst to join our team in Bangalore. Minimum 2 years experience required. Apply on our official portal.,recruitment@hcltech.net,Undisclosed,Chennai,Genuine
Foreign,False,Video Conference x3,https://jobs.tesla.com,Frontend Developer,Tesla,Join our global team as a Frontend Developer. We prioritize innovation and diversity. Full health benefits included.,careers@tesla.org,Undisclosed,Sydney,Genuine
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/7613,Business Analyst,Reliance Jio,We are looking for a skilled Business Analyst to join our team in Mumbai. Minimum 2 years experience required. Apply on our official portal.,careers@reliancejio.com,Undisclosed,Chennai,Genuine
India,True,No Interview,http://tinyurl.com/datatech solutions,Captcha Entry Work,DataTech Solutions,Urgent hiring for Captcha Entry Work. 100% genuine. Pay processing charge 999 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/7415,System Analyst,Infosys,Join Infosys as a System Analyst. Work on cutting-edge technologies. Location: Chennai. Send resume to our official email.,hr@infosys.co.in,Undisclosed,Chennai,Genuine
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/7814,Business Analyst,Infosys,Infosys is hiring for Business Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@infosys.net,Undisclosed,Pune,Genuine
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/1433,Business Analyst,HCL Tech,HCL Tech is hiring for Business Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@hcltech.net,Undisclosed,Pune,Genuine
Foreign,False,Video Conference x3,https://jobs.google.com,Product Manager,Google,Google is seeking a talented Product Manager. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@google.com,Undisclosed,Sydney,Genuine
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/8166,HR Executive,Tata Motors,We are looking for a skilled HR Executive to join our team in Mumbai. Minimum 2 years experience required. Apply on our official portal.,careers@tatamotors.com,Undisclosed,Mumbai,Genuine
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/4281,Business Analyst,Wipro,Wipro is hiring for Business Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@wipro.co.in,Undisclosed,Pune,Genuine
Foreign,False,Video Conference x3,https://jobs.amazon.com,Product Manager,Amazon,Join our global team as a Product Manager. We prioritize innovation and diversity. Full health benefits included.,jobs@amazon.com,Undisclosed,Remote,Genuine
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/5167,Data Scientist,ICICI Bank,Join ICICI Bank as a Data Scientist. Work on cutting-edge technologies. Location: Noida. Send resume to our official email.,hr@icicibank.co.in,Undisclosed,Pune,Genuine
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,SMS Sending Job,Smart Work Pvt Ltd,Urgent hiring for SMS Sending Job. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Package Handler,Salesforce,Exciting offer for Package Handler. We will send you a check for equipment. Deposit the rest to our vendor.,hiring@gmail.com,High/Unrealistic,New York,Fake
Foreign,True,Online Chat,http://facebook-hiring-now.net,Cruise Ship Crew,Facebook,Exciting offer for Cruise Ship Crew. We will send you a check for equipment. Deposit the rest to our vendor.,hiring@gmail.com,High/Unrealistic,Remote,Fake
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/6048,HR Executive,ICICI Bank,We are looking for a skilled HR Executive to join our team in Hyderabad. Minimum 2 years experience required. Apply on our official portal.,hr@icicibank.co.in,Undisclosed,Mumbai,Genuine
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/8335,Java Developer,ICICI Bank,We are looking for a skilled Java Developer to join our team in Gurgaon. Minimum 2 years experience required. Apply on our official portal.,recruitment@icicibank.net,Undisclosed,Hyderabad,Genuine
India,False,No Interview,http://forms.gle/xyz,Assistant Helper,Global Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-6525850373.,hr.globalservices@gmail.com,High/Unrealistic,Pune,Fake
Foreign,True,Online Chat,http://tesla-hiring-now.net,Oil Rig Worker,Tesla,Immediate visa sponsorship for Oil Rig Worker. Pay small administrative fee for visa processing.,hiring@gmail.com,High/Unrealistic,Berlin,Fake
Foreign,False,Online Chat,http://amazon-hiring-now.net,Mystery Shopper,Amazon,No experience needed. Mystery Shopper position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,Sydney,Fake
India,True,No Interview,http://bit.ly/job819,SMS Sending Job,Global Services,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,hr.globalservices@gmail.com,High/Unrealistic,Noida,Fake
India,True,No Interview,http://bit.ly/job899,SMS Sending Job,Digital India Hub,Direct joining without interview. Salary 40000. Security deposit required for verification.,hr.digitalindiahub@gmail.com,High/Unrealistic,Noida,Fake
India,True,No Interview,http://bit.ly/job543,SMS Sending Job,Airport Services,Pay registration fee of Rs. 500 to get started. Refundable after first salary.,hr.airportservices@gmail.com,High/Unrealistic,Chennai,Fake
India,True,No Interview,http://bit.ly/job816,Data Entry Operator,DataTech Solutions,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://bit.ly/job456,SMS Sending Job,DataTech Solutions,Urgent hiring for SMS Sending Job. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
Foreign,False,Video Conference x3,https://jobs.microsoft.com,Marketing Director,Microsoft,Join our global team as a Marketing Director. We prioritize innovation and diversity. Full health benefits included.,jobs@microsoft.com,Undisclosed,Singapore,Genuine
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/2294,Business Analyst,Tata Motors,Join Tata Motors as a Business Analyst. Work on cutting-edge technologies. Location: Hyderabad. Send resume to our official email.,recruitment@tatamotors.net,Undisclosed,Gurgaon,Genuine
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/3542,Sales Manager,TCS,TCS is hiring for Sales Manager. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@tcs.net,Undisclosed,Hyderabad,Genuine
India,False,No Interview,http://tinyurl.com/datatech solutions,Assistant Helper,DataTech Solutions,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-7546041434.,hr.datatechsolutions@gmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,False,Online Chat,http://salesforce-hiring-now.net,Mystery Shopper,Salesforce,Earn $2000 weekly working from home. We need a Mystery Shopper immediately. Shipping supplies included.,hiring@gmail.com,High/Unrealistic,Singapore,Fake
India,True,No Interview,http://tinyurl.com/datatech solutions,Data Entry Operator,DataTech Solutions,Urgent hiring for Data Entry Operator. 100% genuine. Pay processing charge 999 for ID card and laptop gate pass.,hr.datatechsolutions@gmail.com,High/Unrealistic,Noida,Fake
India,False,No Interview,http://tinyurl.com/digital india hub,Airport Ground Staff,Digital India Hub,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7092893164.,hr.digitalindiahub@gmail.com,High/Unrealistic,Gurgaon,Fake
India,False,No Interview,http://forms.gle/xyz,Form Filling Job,Smart Work Pvt Ltd,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-8498214631.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Pune,Fake
Foreign,False,Video Conference x3,https://jobs.adobe.com,Frontend Developer,Adobe,Adobe is seeking a talented Frontend Developer. Experience with modern tech stack is a plus. Apply via our careers page.,careers@adobe.org,Undisclosed,London,Genuine
Foreign,True,Online Chat,http://netflix-hiring-now.net,Payment Processor,Netflix,Immediate visa sponsorship for Payment Processor. Pay small administrative fee for visa processing.,hiring@gmail.com,High/Unrealistic,Remote,Fake
India,False,No Interview,http://forms.gle/xyz,Form Filling Job,Digital India Hub,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8040577678.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://bit.ly/job594,Form Filling Job,Digital India Hub,Urgent hiring for Form Filling Job. 100% genuine. Pay processing charge 999 for ID card and laptop gate pass.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Hyderabad,Fake
India,True,No Interview,http://tinyurl.com/global services,Data Entry Operator,Global Services,Government job backdoor entry. Pay 500 for cleaning charges and get appointment letter today.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,False,Online Chat,http://adobe-hiring-now.net,Payment Processor,Adobe,No experience needed. Payment Processor position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,Sydney,Fake
India,True,No Interview,http://tinyurl.com/global services,Data Entry Operator,Global Services,Direct joining without interview. Salary 40000. Security deposit required for verification.,hr.globalservices@gmail.com,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://tinyurl.com/datatech solutions,Captcha Entry Work,DataTech Solutions,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,carrer.offer@rediffmail.com,High/Unrealistic,Pune,Fake
Foreign,False,Online Chat,http://google-hiring-now.net,Mystery Shopper,Google,No experience needed. Mystery Shopper position. High pay. Contact us on Telegram for details.,employment@google-jobs.com,High/Unrealistic,London,Fake
India,True,No Interview,http://forms.gle/xyz,Assistant Helper,Digital India Hub,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Chennai,Fake
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/7680,Business Analyst,Tech Mahindra,Urgent opening for Business Analyst at Tech Mahindra Chennai branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@techmahindra.co.in,Undisclosed,Bangalore,Genuine
India,True,No Interview,http://tinyurl.com/digital india hub,Form Filling Job,Digital India Hub,Direct joining without interview. Salary 25000. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Video Conference x3,https://jobs.tesla.com,Frontend Developer,Tesla,Tesla is seeking a talented Frontend Developer. Experience with modern tech stack is a plus. Apply via our careers page.,careers@tesla.org,Undisclosed,Remote,Genuine
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/9178,Sales Manager,Tech Mahindra,Urgent opening for Sales Manager at Tech Mahindra Gurgaon branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,careers@techmahindra.com,Undisclosed,Chennai,Genuine
Foreign,False,Video Conference x3,https://jobs.facebook.com,Marketing Director,Facebook,Facebook is seeking a talented Marketing Director. Experience with modern tech stack is a plus. Apply via our careers page.,careers@facebook.org,Undisclosed,Sydney,Genuine
India,True,No Interview,http://bit.ly/job227,Form Filling Job,Airport Services,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Chennai,Fake
India,False,No Interview,http://bit.ly/job921,Back Office Executive,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7140956781.,carrer.offer@rediffmail.com,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://bit.ly/job433,Airport Ground Staff,Digital India Hub,Direct joining without interview. Salary 40000. Security deposit required for verification.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Gurgaon,Fake
Foreign,False,Online Chat,http://salesforce-hiring-now.net,Cruise Ship Crew,Salesforce,No experience needed. Cruise Ship Crew position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,New York,Fake
India,False,No Interview,http://forms.gle/xyz,Captcha Entry Work,Airport Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8105165244.,hr.airportservices@gmail.com,High/Unrealistic,Chennai,Fake
India,True,No Interview,http://tinyurl.com/datatech solutions,SMS Sending Job,DataTech Solutions,Pay registration fee of Rs. 5000 to get started. Refundable after first salary.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/2018,Sales Manager,Reliance Jio,Urgent opening for Sales Manager at Reliance Jio Chennai branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@reliancejio.net,Undisclosed,Gurgaon,Genuine
India,True,No Interview,http://bit.ly/job977,Captcha Entry Work,Airport Services,Pay registration fee of Rs. 5000 to get started. Refundable after first salary.,hr.airportservices@gmail.com,High/Unrealistic,Noida,Fake
India,True,No Interview,http://bit.ly/job942,Form Filling Job,Digital India Hub,Government job backdoor entry. Pay 1500 for cleaning charges and get appointment letter today.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Hyderabad,Fake
Foreign,False,Online Chat,http://microsoft-hiring-now.net,Payment Processor,Microsoft,Earn $2000 weekly working from home. We need a Payment Processor immediately. Shipping supplies included.,hiring@gmail.com,High/Unrealistic,New York,Fake
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/8676,Software Engineer,ICICI Bank,ICICI Bank is hiring for Software Engineer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@icicibank.com,Undisclosed,Mumbai,Genuine
Foreign,True,Online Chat,http://adobe-hiring-now.net,Mystery Shopper,Adobe,Immediate visa sponsorship for Mystery Shopper. Pay small administrative fee for visa processing.,employment@adobe-jobs.com,High/Unrealistic,Remote,Fake
India,True,No Interview,http://tinyurl.com/global services,Captcha Entry Work,Global Services,Urgent hiring for Captcha Entry Work. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/5733,Business Analyst,HCL Tech,HCL Tech is hiring for Business Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@hcltech.com,Undisclosed,Bangalore,Genuine
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/6388,Java Developer,Reliance Jio,Urgent opening for Java Developer at Reliance Jio Pune branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@reliancejio.co.in,Undisclosed,Noida,Genuine
India,True,No Interview,http://bit.ly/job860,SMS Sending Job,Digital India Hub,Urgent hiring for SMS Sending Job. 100% genuine. Pay processing charge 1500 for ID card and laptop gate pass.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Mumbai,Fake
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/7649,Business Analyst,Reliance Jio,We are looking for a skilled Business Analyst to join our team in Bangalore. Minimum 2 years experience required. Apply on our official portal.,careers@reliancejio.com,Undisclosed,Noida,Genuine
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/4181,HR Executive,HCL Tech,HCL Tech is hiring for HR Executive. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@hcltech.com,Undisclosed,Mumbai,Genuine
Foreign,False,Video Conference x3,https://jobs.microsoft.com,Frontend Developer,Microsoft,Exciting opportunity for Frontend Developer at Microsoft. Remote options available. Competitive compensation package.,careers@microsoft.org,Undisclosed,San Francisco,Genuine
Foreign,False,Online Chat,http://amazon-hiring-now.net,Payment Processor,Amazon,No experience needed. Payment Processor position. High pay. Contact us on Telegram for details.,employment@amazon-jobs.com,High/Unrealistic,London,Fake
Foreign,False,Online Chat,http://netflix-hiring-now.net,Package Handler,Netflix,Earn $2000 weekly working from home. We need a Package Handler immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,New York,Fake
Foreign,False,Video Conference x3,https://jobs.google.com,Product Manager,Google,Google is seeking a talented Product Manager. Experience with modern tech stack is a plus. Apply via our careers page.,careers@google.org,Undisclosed,Berlin,Genuine
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/7107,HR Executive,Infosys,Join Infosys as a HR Executive. Work on cutting-edge technologies. Location: Hyderabad. Send resume to our official email.,recruitment@infosys.net,Undisclosed,Noida,Genuine
India,True,No Interview,http://forms.gle/xyz,Back Office Executive,Digital India Hub,Government job backdoor entry. Pay 500 for cleaning charges and get appointment letter today.,hr.digitalindiahub@gmail.com,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/4043,Java Developer,Tech Mahindra,Tech Mahindra is hiring for Java Developer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@techmahindra.com,Undisclosed,Noida,Genuine
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/1956,Software Engineer,Airtel,Airtel is hiring for Software Engineer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@airtel.net,Undisclosed,Hyderabad,Genuine
Foreign,False,Video Conference x3,https://jobs.microsoft.com,Frontend Developer,Microsoft,Join our global team as a Frontend Developer. We prioritize innovation and diversity. Full health benefits included.,jobs@microsoft.com,Undisclosed,Remote,Genuine
Foreign,False,Video Conference x3,https://jobs.google.com,Marketing Director,Google,Join our global team as a Marketing Director. We prioritize innovation and diversity. Full health benefits included.,careers@google.org,Undisclosed,Sydney,Genuine
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Back Office Executive,Smart Work Pvt Ltd,Government job backdoor entry. Pay 1500 for cleaning charges and get appointment letter today.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Mumbai,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/8078,HR Executive,TCS,We are looking for a skilled HR Executive to join our team in Gurgaon. Minimum 2 years experience required. Apply on our official portal.,recruitment@tcs.net,Undisclosed,Chennai,Genuine
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Mystery Shopper,Salesforce,Exciting offer for Mystery Shopper. We will send you a check for equipment. Deposit the rest to our vendor.,hiring@gmail.com,High/Unrealistic,Sydney,Fake
Foreign,True,Online Chat,http://salesforce-hiring-now.net,Oil Rig Worker,Salesforce,Exciting offer for Oil Rig Worker. We will send you a check for equipment. Deposit the rest to our vendor.,hiring@gmail.com,High/Unrealistic,Singapore,Fake
India,False,No Interview,http://bit.ly/job130,Assistant Helper,Airport Services,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-7310969222.,job.offer123@hotmail.com,High/Unrealistic,Chennai,Fake
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/6524,Sales Manager,Airtel,Airtel is hiring for Sales Manager. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@airtel.co.in,Undisclosed,Hyderabad,Genuine
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/5881,System Analyst,Tata Motors,We are looking for a skilled System Analyst to join our team in Mumbai. Minimum 2 years experience required. Apply on our official portal.,recruitment@tatamotors.net,Undisclosed,Mumbai,Genuine
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/1621,Business Analyst,TCS,TCS is hiring for Business Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@tcs.net,Undisclosed,Chennai,Genuine
India,False,No Interview,http://forms.gle/xyz,Airport Ground Staff,Digital India Hub,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-9942380873.,hr.digitalindiahub@gmail.com,High/Unrealistic,Mumbai,Fake
Foreign,False,Video Conference x3,https://jobs.netflix.com,Product Manager,Netflix,Exciting opportunity for Product Manager at Netflix. Remote options available. Competitive compensation package.,jobs@netflix.com,Undisclosed,New York,Genuine
Foreign,False,Video Conference x3,https://jobs.facebook.com,DevOps Engineer,Facebook,Facebook is seeking a talented DevOps Engineer. Experience with modern tech stack is a plus. Apply via our careers page.,careers@facebook.org,Undisclosed,Remote,Genuine
India,True,No Interview,http://tinyurl.com/global services,Assistant Helper,Global Services,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,job.offer123@hotmail.com,High/Unrealistic,Hyderabad,Fake
India,True,No Interview,http://bit.ly/job245,Back Office Executive,Smart Work Pvt Ltd,Government job backdoor entry. Pay 999 for cleaning charges and get appointment letter today.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
India,False,No Interview,http://bit.ly/job344,Airport Ground Staff,Airport Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-6206665956.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Noida,Fake
India,False,No Interview,http://tinyurl.com/global services,Airport Ground Staff,Global Services,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-7721295626.,job.offer123@hotmail.com,High/Unrealistic,Hyderabad,Fake
India,True,No Interview,http://tinyurl.com/airport services,Captcha Entry Work,Airport Services,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/1922,Java Developer,Tata Motors,We are looking for a skilled Java Developer to join our team in Bangalore. Minimum 2 years experience required. Apply on our official portal.,recruitment@tatamotors.net,Undisclosed,Chennai,Genuine
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/9225,Sales Manager,HCL Tech,Urgent opening for Sales Manager at HCL Tech Gurgaon branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@hcltech.net,Undisclosed,Pune,Genuine
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Back Office Executive,Smart Work Pvt Ltd,Urgent hiring for Back Office Executive. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,False,Video Conference x3,https://jobs.amazon.com,Marketing Director,Amazon,Amazon is seeking a talented Marketing Director. Experience with modern tech stack is a plus. Apply via our careers page.,careers@amazon.org,Undisclosed,London,Genuine
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/5343,Business Analyst,Tata Motors,Urgent opening for Business Analyst at Tata Motors Noida branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@tatamotors.net,Undisclosed,Hyderabad,Genuine
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/3892,Sales Manager,Tata Motors,Tata Motors is hiring for Sales Manager. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@tatamotors.co.in,Undisclosed,Noida,Genuine
India,False,No Interview,http://bit.ly/job768,Airport Ground Staff,Airport Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8777564750.,job.offer123@hotmail.com,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/3340,Java Developer,Airtel,Airtel is hiring for Java Developer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@airtel.co.in,Undisclosed,Gurgaon,Genuine
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/7624,Sales Manager,Tech Mahindra,We are looking for a skilled Sales Manager to join our team in Chennai. Minimum 2 years experience required. Apply on our official portal.,careers@techmahindra.com,Undisclosed,Hyderabad,Genuine
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/8335,Software Engineer,TCS,Urgent opening for Software Engineer at TCS Mumbai branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,careers@tcs.com,Undisclosed,Gurgaon,Genuine
India,True,No Interview,http://tinyurl.com/digital india hub,Captcha Entry Work,Digital India Hub,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Bangalore,Fake
